"B [mm]","L [mm]","R1 [mm]","R2 [mm]","Freq [GHz]","dB(S(1,1)) []"
16.5,16.1,6.5,7.1,6.3,-2.19683296677674
16.5,16.1,6.5,7.1,6.32,-2.10938160865143
16.5,16.1,6.5,7.1,6.34,-2.03141016651191
16.5,16.1,6.5,7.1,6.36,-1.9619500110378
16.5,16.1,6.5,7.1,6.38,-1.90016991620198
16.5,16.1,6.5,7.1,6.4,-1.84535609927437
16.5,16.1,6.5,7.1,6.42,-1.79689562923228
16.5,16.1,6.5,7.1,6.44,-1.75426260325291
16.5,16.1,6.5,7.1,6.46,-1.71700660807749
16.5,16.1,6.5,7.1,6.48,-1.68474307555421
16.5,16.1,6.5,7.1,6.5,-1.65714521523969
16.5,16.1,6.8,5.6,5.5,-2.14158884424166
16.5,16.1,6.8,5.6,5.52,-2.3357090665959
16.5,16.1,6.8,5.6,5.54,-2.56143548826933
16.5,16.1,6.8,5.6,5.56,-2.82522404120069
16.5,16.1,6.8,5.6,5.58,-3.1351384590534
16.5,16.1,6.8,5.6,5.6,-3.50130404240706
16.5,16.1,6.8,5.6,5.62,-3.93650444794405
16.5,16.1,6.8,5.6,5.64,-4.45697819205392
16.5,16.1,6.8,5.6,5.66,-5.08350830959817
16.5,16.1,6.8,5.6,5.68,-5.84297072009985
16.5,16.1,6.8,5.6,5.7,-6.77064756677519
16.5,16.1,6.8,5.6,5.72,-7.91386776585173
16.5,16.1,6.8,5.6,5.74,-9.33789180892487
16.5,16.1,6.8,5.6,5.76,-11.1347221123854
16.5,16.1,6.8,5.6,5.78,-13.4287970219158
16.5,16.1,6.8,5.6,5.8,-16.3137542943856
16.5,16.1,6.8,5.6,5.82,-19.2477696161696
16.5,16.1,6.8,5.6,5.84,-19.5287516812871
16.5,16.1,6.8,5.6,5.86,-16.8799764649944
16.5,16.1,6.8,5.6,5.88,-14.1170948624785
16.5,16.1,6.8,5.6,5.9,-11.9205585091532
16.5,16.1,6.8,5.6,5.92,-10.2089152155452
16.5,16.1,6.8,5.6,5.94,-8.85377552147927
16.5,16.1,6.8,5.6,5.96,-7.76087257443116
16.5,16.1,6.8,5.6,5.98,-6.86532047944546
16.5,16.1,6.8,5.6,6,-6.12184454914105
16.5,16.1,6.8,5.6,6.02,-5.49798568759237
16.5,16.1,6.8,5.6,6.04,-4.96983348829209
16.5,16.1,6.8,5.6,6.06,-4.51934726561401
16.5,16.1,6.8,5.6,6.08,-4.13263433929569
16.5,16.1,6.8,5.6,6.1,-3.79881149191739
16.5,16.1,6.8,5.6,6.12,-3.50923030236058
16.5,16.1,6.8,5.6,6.14,-3.25693572199404
16.5,16.1,6.8,5.6,6.16,-3.03627823414519
16.5,16.1,6.8,5.6,6.18,-2.8426298027674
16.5,16.1,6.8,5.6,6.2,-2.67217171209824
16.5,16.1,6.8,5.6,6.22,-2.52173336699296
16.5,16.1,6.8,5.6,6.24,-2.38866799448201
16.5,16.1,6.8,5.6,6.26,-2.27075558504607
16.5,16.1,6.8,5.6,6.28,-2.16612628818952
16.5,16.1,6.8,5.6,6.3,-2.07319939852052
16.5,16.1,6.8,5.6,6.32,-1.99063438005876
16.5,16.1,6.8,5.6,6.34,-1.91729129034437
16.5,16.1,6.8,5.6,6.36,-1.85219861537451
16.5,16.1,6.8,5.6,6.38,-1.79452699649188
16.5,16.1,6.8,5.6,6.4,-1.7435676763441
16.5,16.1,6.8,5.6,6.42,-1.6987147495035
16.5,16.1,6.8,5.6,6.44,-1.65945049896504
16.5,16.1,6.8,5.6,6.46,-1.62533324950009
16.5,16.1,6.8,5.6,6.48,-1.59598728462733
16.5,16.1,6.8,5.6,6.5,-1.57109446424573
16.5,16.1,6.8,5.9,5.5,-2.25358301682297
16.5,16.1,6.8,5.9,5.52,-2.46447556267899
16.5,16.1,6.8,5.9,5.54,-2.7098792692065
16.5,16.1,6.8,5.9,5.56,-2.99686027688927
16.5,16.1,6.8,5.9,5.58,-3.33422859275169
16.5,16.1,6.8,5.9,5.6,-3.73301973410342
16.5,16.1,6.8,5.9,5.62,-4.20712266329784
16.5,16.1,6.8,5.9,5.64,-4.77410945461615
16.5,16.1,6.8,5.9,5.66,-5.45635574857976
16.5,16.1,6.8,5.9,5.68,-6.28259995396213
16.5,16.1,6.8,5.9,5.7,-7.29017512336539
16.5,16.1,6.8,5.9,5.72,-8.52818115653427
16.5,16.1,6.8,5.9,5.74,-10.061299565625
16.5,16.1,6.8,5.9,5.76,-11.9696628331647
16.5,16.1,6.8,5.9,5.78,-14.3144354169198
16.5,16.1,6.8,5.9,5.8,-16.9035788037012
16.5,16.1,6.8,5.9,5.82,-18.4670898575116
16.5,16.1,6.8,5.9,5.84,-17.3706022169332
16.5,16.1,6.8,5.9,5.86,-14.9799098015116
16.5,16.1,6.8,5.9,5.88,-12.7408313479063
16.5,16.1,6.8,5.9,5.9,-10.9158427239356
16.5,16.1,6.8,5.9,5.92,-9.45154538125122
16.5,16.1,6.8,5.9,5.94,-8.26630845062539
16.5,16.1,6.8,5.9,5.96,-7.29479958169047
16.5,16.1,6.8,5.9,5.98,-6.48897685723121
16.5,16.1,6.8,5.9,6,-5.81366423901612
16.5,16.1,6.8,5.9,6.02,-5.24272657404912
16.5,16.1,6.8,5.9,6.04,-4.75638397689029
16.5,16.1,6.8,5.9,6.06,-4.33939658721138
16.5,16.1,6.8,5.9,6.08,-3.97983366577834
16.5,16.1,6.8,5.9,6.1,-3.66822529362422
16.5,16.1,6.8,5.9,6.12,-3.39696577834041
16.5,16.1,6.8,5.9,6.14,-3.15988520307714
16.5,16.1,6.8,5.9,6.16,-2.95193548331883
16.5,16.1,6.8,5.9,6.18,-2.76895603086578
16.5,16.1,6.8,5.9,6.2,-2.60749591594356
16.5,16.1,6.8,5.9,6.22,-2.46467692914225
16.5,16.1,6.8,5.9,6.24,-2.33808680207753
16.5,16.1,6.8,5.9,6.26,-2.2256950410638
16.5,16.1,6.8,5.9,6.28,-2.12578596938552
16.5,16.1,6.8,5.9,6.3,-2.03690503649782
16.5,16.1,6.8,5.9,6.32,-1.95781547123743
16.5,16.1,6.8,5.9,6.34,-1.88746307919832
16.5,16.1,6.8,5.9,6.36,-1.82494750692233
16.5,16.1,6.8,5.9,6.38,-1.76949867941325
16.5,16.1,6.8,5.9,6.4,-1.72045740372817
16.5,16.1,6.8,5.9,6.42,-1.67725934769641
16.5,16.1,6.8,5.9,6.44,-1.63942176816033
16.5,16.1,6.8,5.9,6.46,-1.60653249080487
16.5,16.1,6.8,5.9,6.48,-1.57824074309162
16.5,16.1,6.8,5.9,6.5,-1.5542495198682
16.5,16.1,6.8,6.2,5.5,-2.30969959226492
16.5,16.1,6.8,6.2,5.52,-2.52723819548232
16.5,16.1,6.8,6.2,5.54,-2.77986718020135
16.5,16.1,6.8,6.2,5.56,-3.07462140059632
16.5,16.1,6.8,6.2,5.58,-3.42021423065757
16.5,16.1,6.8,6.2,5.6,-3.82747551726898
16.5,16.1,6.8,6.2,5.62,-4.30990767085487
16.5,16.1,6.8,6.2,5.64,-4.88439333250416
16.5,16.1,6.8,6.2,5.66,-5.57209812856095
16.5,16.1,6.8,6.2,5.68,-6.39961444175483
16.5,16.1,6.8,6.2,5.7,-7.40033427636777
16.5,16.1,6.8,6.2,5.72,-8.61568722372026
16.5,16.1,6.8,6.2,5.74,-10.0942432897804
16.5,16.1,6.8,6.2,5.76,-11.8795753752287
16.5,16.1,6.8,6.2,5.78,-13.9485611419409
16.5,16.1,6.8,6.2,5.8,-15.9752285142727
16.5,16.1,6.8,6.2,5.82,-16.9314849512571
16.5,16.1,6.8,6.2,5.84,-16.0121944601311
16.5,16.1,6.8,6.2,5.86,-14.1211913877069
16.5,16.1,6.8,6.2,5.88,-12.2219779882696
16.5,16.1,6.8,6.2,5.9,-10.5938806442316
16.5,16.1,6.8,6.2,5.92,-9.24652950267328
16.5,16.1,6.8,6.2,5.94,-8.1343595241985
16.5,16.1,6.8,6.2,5.96,-7.21060275502864
16.5,16.1,6.8,6.2,5.98,-6.43709055921087
16.5,16.1,6.8,6.2,6,-5.78419860455822
16.5,16.1,6.8,6.2,6.02,-5.22908892940456
16.5,16.1,6.8,6.2,6.04,-4.75403674543012
16.5,16.1,6.8,6.2,6.06,-4.34513690715351
16.5,16.1,6.8,6.2,6.08,-3.99135592552592
16.5,16.1,6.8,6.2,6.1,-3.6838445092239
16.5,16.1,6.8,6.2,6.12,-3.415436408086
16.5,16.1,6.8,6.2,6.14,-3.18027881585905
16.5,16.1,6.8,6.2,6.16,-2.97355599830842
16.5,16.1,6.8,6.2,6.18,-2.79127969314382
16.5,16.1,6.8,6.2,6.2,-2.63012800605818
16.5,16.1,6.8,6.2,6.22,-2.48732006376603
16.5,16.1,6.8,6.2,6.24,-2.36051742784037
16.5,16.1,6.8,6.2,6.26,-2.24774582016555
16.5,16.1,6.8,6.2,6.28,-2.14733246376008
16.5,16.1,6.8,6.2,6.3,-2.05785556631977
16.5,16.1,6.8,6.2,6.32,-1.97810334136947
16.5,16.1,6.8,6.2,6.34,-1.90704058695304
16.5,16.1,6.8,6.2,6.36,-1.84378129923769
16.5,16.1,6.8,6.2,6.38,-1.78756613817361
16.5,16.1,6.8,6.2,6.4,-1.73774381813245
16.5,16.1,6.8,6.2,6.42,-1.69375569133861
16.5,16.1,6.8,6.2,6.44,-1.65512294198618
16.5,16.1,6.8,6.2,6.46,-1.62143592558089
16.5,16.1,6.8,6.2,6.48,-1.59234527944255
16.5,16.1,6.8,6.2,6.5,-1.56755450242155
16.5,16.1,6.8,6.5,5.5,-2.40359593970604
16.5,16.1,6.8,6.5,5.52,-2.63322071099446
16.5,16.1,6.8,6.5,5.54,-2.89959235698254
16.5,16.1,6.8,6.5,5.56,-3.20997059759734
16.5,16.1,6.8,6.5,5.58,-3.573294432787
16.5,16.1,6.8,6.5,5.6,-4.00059367575285
16.5,16.1,6.8,6.5,5.62,-4.50549458549248
16.5,16.1,6.8,6.5,5.64,-5.10483121199932
16.5,16.1,6.8,6.5,5.66,-5.81935837063054
16.5,16.1,6.8,6.5,5.68,-6.67449960824971
16.5,16.1,6.8,6.5,5.7,-7.7008324830085
16.5,16.1,6.8,6.5,5.72,-8.93318081112896
16.5,16.1,6.8,6.5,5.74,-10.404207017775
16.5,16.1,6.8,6.5,5.76,-12.1180389947905
16.5,16.1,6.8,6.5,5.78,-13.9590596593274
16.5,16.1,6.8,6.5,5.8,-15.4692709752607
16.5,16.1,6.8,6.5,5.82,-15.8100282468656
16.5,16.1,6.8,6.5,5.84,-14.7694196331714
16.5,16.1,6.8,6.5,5.86,-13.1212746385525
16.5,16.1,6.8,6.5,5.88,-11.4816053821798
16.5,16.1,6.8,6.5,5.9,-10.046681680876
16.5,16.1,6.8,6.5,5.92,-8.83522193557322
16.5,16.1,6.8,6.5,5.94,-7.81947954057746
16.5,16.1,6.8,6.5,5.96,-6.9656970511247
16.5,16.1,6.8,6.5,5.98,-6.2441419003465
16.5,16.1,6.8,6.5,6,-5.63061987349573
16.5,16.1,6.8,6.5,6.02,-5.10586098188075
16.5,16.1,6.8,6.5,6.04,-4.65454932192762
16.5,16.1,6.8,6.5,6.06,-4.26445044538911
16.5,16.1,6.8,6.5,6.08,-3.92571832070079
16.5,16.1,6.8,6.5,6.1,-3.63036600475153
16.5,16.1,6.8,6.5,6.12,-3.37186525056234
16.5,16.1,6.8,6.5,6.14,-3.14484287388777
16.5,16.1,6.8,6.5,6.16,-2.94484868001696
16.5,16.1,6.8,6.5,6.18,-2.76817631983758
16.5,16.1,6.8,6.5,6.2,-2.61172357377019
16.5,16.1,6.8,6.5,6.22,-2.47288231094124
16.5,16.1,6.8,6.5,6.24,-2.34945104092586
16.5,16.1,6.8,6.5,6.26,-2.2395648634516
16.5,16.1,6.8,6.5,6.28,-2.14163896038648
16.5,16.1,6.8,6.5,6.3,-2.05432273201222
16.5,16.1,6.8,6.5,6.32,-1.97646237265518
16.5,16.1,6.8,6.5,6.34,-1.90707018899726
16.5,16.1,6.8,6.5,6.36,-1.8452993421679
16.5,16.1,6.8,6.5,6.38,-1.79042297918878
16.5,16.1,6.8,6.5,6.4,-1.74181693613529
16.5,16.1,6.8,6.5,6.42,-1.69894536238248
16.5,16.1,6.8,6.5,6.44,-1.66134874517922
16.5,16.1,6.8,6.5,6.46,-1.62863391563822
16.5,16.1,6.8,6.5,6.48,-1.60046569766845
16.5,16.1,6.8,6.5,6.5,-1.576559925311
16.5,16.1,6.8,6.8,5.5,-2.35212744478614
16.5,16.1,6.8,6.8,5.52,-2.57121677994027
16.5,16.1,6.8,6.8,5.54,-2.8244062658628
16.5,16.1,6.8,6.8,5.56,-3.11818724970155
16.5,16.1,6.8,6.8,5.58,-3.46047824548965
16.5,16.1,6.8,6.8,5.6,-3.86094471081559
16.5,16.1,6.8,6.8,5.62,-4.33137436872578
16.5,16.1,6.8,6.8,5.64,-4.88609920153556
16.5,16.1,6.8,6.8,5.66,-5.54242683952684
16.5,16.1,6.8,6.8,5.68,-6.32096633510488
16.5,16.1,6.8,6.8,5.7,-7.24551055630854
16.5,16.1,6.8,6.8,5.72,-8.34147672087843
16.5,16.1,6.8,6.8,5.74,-9.62992035268629
16.5,16.1,6.8,6.8,5.76,-11.1083586665529
16.5,16.1,6.8,6.8,5.78,-12.6957525349919
16.5,16.1,6.8,6.8,5.8,-14.1115403122775
16.5,16.1,6.8,6.8,5.82,-14.8029903302998
16.5,16.1,6.8,6.8,5.84,-14.3801145876436
16.5,16.1,6.8,6.8,5.86,-13.1652772921698
16.5,16.1,6.8,6.8,5.88,-11.7204204304946
16.5,16.1,6.8,6.8,5.9,-10.3500868844397
16.5,16.1,6.8,6.8,5.92,-9.14634837314933
16.5,16.1,6.8,6.8,5.94,-8.11552514816038
16.5,16.1,6.8,6.8,5.96,-7.23854491984892
16.5,16.1,6.8,6.8,5.98,-6.49194979162698
16.5,16.1,6.8,6.8,6,-5.85418911188286
16.5,16.1,6.8,6.8,6.02,-5.30703431922744
16.5,16.1,6.8,6.8,6.04,-4.83549122555454
16.5,16.1,6.8,6.8,6.06,-4.42732434015522
16.5,16.1,6.8,6.8,6.08,-4.07254775293052
16.5,16.1,6.8,6.8,6.1,-3.76298264944998
16.5,16.1,6.8,6.8,6.12,-3.49189802080191
16.5,16.1,6.8,6.8,6.14,-3.25372600319022
16.5,16.1,6.8,6.8,6.16,-3.04383788263495
16.5,16.1,6.8,6.8,6.18,-2.85836763497255
16.5,16.1,6.8,6.8,6.2,-2.69407225716472
16.5,16.1,6.8,6.8,6.22,-2.54822054308915
16.5,16.1,6.8,6.8,6.24,-2.41850394406496
16.5,16.1,6.8,6.8,6.26,-2.3029646898312
16.5,16.1,6.8,6.8,6.28,-2.19993749937471
16.5,16.1,6.8,6.8,6.3,-2.10800207022272
16.5,16.1,6.8,6.8,6.32,-2.02594417541645
16.5,16.1,6.8,6.8,6.34,-1.95272367797489
16.5,16.1,6.8,6.8,6.36,-1.88744813635778
16.5,16.1,6.8,6.8,6.38,-1.82935095230962
16.5,16.1,6.8,6.8,6.4,-1.77777322677454
16.5,16.1,6.8,6.8,6.42,-1.73214865631218
16.5,16.1,6.8,6.8,6.44,-1.69199093320521
16.5,16.1,6.8,6.8,6.46,-1.6568832157152
16.5,16.1,6.8,6.8,6.48,-1.62646931699895
16.5,16.1,6.8,6.8,6.5,-1.6004463267524
16.5,16.1,6.8,7.1,5.5,-2.21835236845874
16.5,16.1,6.8,7.1,5.52,-2.41509276339274
16.5,16.1,6.8,7.1,5.54,-2.64116447980731
16.5,16.1,6.8,7.1,5.56,-2.90187403997059
16.5,16.1,6.8,7.1,5.58,-3.20362399449024
16.5,16.1,6.8,7.1,5.6,-3.55413778087799
16.5,16.1,6.8,7.1,5.62,-3.96271352495965
16.5,16.1,6.8,7.1,5.64,-4.4404920738671
16.5,16.1,6.8,7.1,5.66,-5.00070000654773
16.5,16.1,6.8,7.1,5.68,-5.65877223491901
16.5,16.1,6.8,7.1,5.7,-6.43212425811155
16.5,16.1,6.8,7.1,5.72,-7.33900736356084
16.5,16.1,6.8,7.1,5.74,-8.39501742592334
16.5,16.1,6.8,7.1,5.76,-9.6036618949193
16.5,16.1,6.8,7.1,5.78,-10.9326244553267
16.5,16.1,6.8,7.1,5.8,-12.2619249330702
16.5,16.1,6.8,7.1,5.82,-13.3127018585877
16.5,16.1,6.8,7.1,5.84,-13.6934945319423
16.5,16.1,6.8,7.1,5.86,-13.2394122605765
16.5,16.1,6.8,7.1,5.88,-12.2158481591313
16.5,16.1,6.8,7.1,5.9,-10.9990034439685
16.5,16.1,6.8,7.1,5.92,-9.81360817404068
16.5,16.1,6.8,7.1,5.94,-8.74525964767778
16.5,16.1,6.8,7.1,5.96,-7.8117793009208
16.5,16.1,6.8,7.1,5.98,-7.00545952293898
16.5,16.1,6.8,7.1,6,-6.31107105399121
16.5,16.1,6.8,7.1,6.02,-5.7126145294643
16.5,16.1,6.8,7.1,6.04,-5.19557131363309
16.5,16.1,6.8,7.1,6.06,-4.74745518774862
16.5,16.1,6.8,7.1,6.08,-4.3577585977602
16.5,16.1,6.8,7.1,6.1,-4.01771168853642
16.5,16.1,6.8,7.1,6.12,-3.7200097354373
16.5,16.1,6.8,7.1,6.14,-3.45856265592391
16.5,16.1,6.8,7.1,6.16,-3.22828115937189
16.5,16.1,6.8,7.1,6.18,-3.02489971511456
16.5,16.1,6.8,7.1,6.2,-2.84483186948765
16.5,16.1,6.8,7.1,6.22,-2.68505251854977
16.5,16.1,6.8,7.1,6.24,-2.54300213803172
16.5,16.1,6.8,7.1,6.26,-2.41650873768485
16.5,16.1,6.8,7.1,6.28,-2.30372408904073
16.5,16.1,6.8,7.1,6.3,-2.20307145819011
16.5,16.1,6.8,7.1,6.32,-2.11320263568853
16.5,16.1,6.8,7.1,6.34,-2.03296250394176
16.5,16.1,6.8,7.1,6.36,-1.96135973712407
16.5,16.1,6.8,7.1,6.38,-1.89754250859083
16.5,16.1,6.8,7.1,6.4,-1.84077830188943
16.5,16.1,6.8,7.1,6.42,-1.7904370967167
16.5,16.1,6.8,7.1,6.44,-1.74597734056967
16.5,16.1,6.8,7.1,6.46,-1.70693422816375
16.5,16.1,6.8,7.1,6.48,-1.67290989995194
16.5,16.1,6.8,7.1,6.5,-1.6435652429116
16.5,16.1,7.1,5.6,5.5,-2.10722469893064
16.5,16.1,7.1,5.6,5.52,-2.29223359592084
16.5,16.1,7.1,5.6,5.54,-2.50669711533215
16.5,16.1,7.1,5.6,5.56,-2.75645421528991
16.5,16.1,7.1,5.6,5.58,-3.0487501831457
16.5,16.1,7.1,5.6,5.6,-3.3926152101434
16.5,16.1,7.1,5.6,5.62,-3.79935260832132
16.5,16.1,7.1,5.6,5.64,-4.2831732928146
16.5,16.1,7.1,5.6,5.66,-4.86203228502882
16.5,16.1,7.1,5.6,5.68,-5.55875775599524
16.5,16.1,7.1,5.6,5.7,-6.4026230367751
16.5,16.1,7.1,5.6,5.72,-7.43159303124265
16.5,16.1,7.1,5.6,5.74,-8.69547122893375
16.5,16.1,7.1,5.6,5.76,-10.2594050708985
16.5,16.1,7.1,5.6,5.78,-12.2019111802277
16.5,16.1,7.1,5.6,5.8,-14.5708577393159
16.5,16.1,7.1,5.6,5.82,-17.1090133826013
16.5,16.1,7.1,5.6,5.84,-18.4257550548142
16.5,16.1,7.1,5.6,5.86,-17.1302948825991
16.5,16.1,7.1,5.6,5.88,-14.7480839026482
16.5,16.1,7.1,5.6,5.9,-12.5621306788128
16.5,16.1,7.1,5.6,5.92,-10.7815420369599
16.5,16.1,7.1,5.6,5.94,-9.34933595372777
16.5,16.1,7.1,5.6,5.96,-8.1870808589185
16.5,16.1,7.1,5.6,5.98,-7.2323378920269
16.5,16.1,7.1,5.6,6,-6.4390518763768
16.5,16.1,7.1,5.6,6.02,-5.7733546456078
16.5,16.1,7.1,5.6,6.04,-5.20997461753233
16.5,16.1,7.1,5.6,6.06,-4.72971046452574
16.5,16.1,7.1,5.6,6.08,-4.31771690870305
16.5,16.1,7.1,5.6,6.1,-3.96233749965794
16.5,16.1,7.1,5.6,6.12,-3.65429680610173
16.5,16.1,7.1,5.6,6.14,-3.38612988512092
16.5,16.1,7.1,5.6,6.16,-3.15177082073565
16.5,16.1,7.1,5.6,6.18,-2.94624999942478
16.5,16.1,7.1,5.6,6.2,-2.7654672825602
16.5,16.1,7.1,5.6,6.22,-2.60601926627291
16.5,16.1,7.1,5.6,6.24,-2.46506585798364
16.5,16.1,7.1,5.6,6.26,-2.34022596010171
16.5,16.1,7.1,5.6,6.28,-2.22949505974357
16.5,16.1,7.1,5.6,6.3,-2.13117954551676
16.5,16.1,7.1,5.6,6.32,-2.04384395877511
16.5,16.1,7.1,5.6,6.34,-1.96626835614081
16.5,16.1,7.1,5.6,6.36,-1.89741365099144
16.5,16.1,7.1,5.6,6.38,-1.83639330294025
16.5,16.1,7.1,5.6,6.4,-1.7824500941235
16.5,16.1,7.1,5.6,6.42,-1.73493700788852
16.5,16.1,7.1,5.6,6.44,-1.69330143532757
16.5,16.1,7.1,5.6,6.46,-1.65707209599948
16.5,16.1,7.1,5.6,6.48,-1.62584818374307
16.5,16.1,7.1,5.6,6.5,-1.59929034572758
16.5,16.1,7.1,5.9,5.5,-2.15359788851139
16.5,16.1,7.1,5.9,5.52,-2.34587321973603
16.5,16.1,7.1,5.9,5.54,-2.56861294710815
16.5,16.1,7.1,5.9,5.56,-2.82779843811415
16.5,16.1,7.1,5.9,5.58,-3.13082068971612
16.5,16.1,7.1,5.9,5.6,-3.48684399624397
16.5,16.1,7.1,5.9,5.62,-3.90726508428586
16.5,16.1,7.1,5.9,5.64,-4.40629231862693
16.5,16.1,7.1,5.9,5.66,-5.00167672622944
16.5,16.1,7.1,5.9,5.68,-5.71563363195192
16.5,16.1,7.1,5.9,5.7,-6.5759841286445
16.5,16.1,7.1,5.9,5.72,-7.61743930841543
16.5,16.1,7.1,5.9,5.74,-8.88240665706178
16.5,16.1,7.1,5.9,5.76,-10.418308847336
16.5,16.1,7.1,5.9,5.78,-12.2583722122459
16.5,16.1,7.1,5.9,5.8,-14.3341255458502
16.5,16.1,7.1,5.9,5.82,-16.1835868636648
16.5,16.1,7.1,5.9,5.84,-16.6941446417461
16.5,16.1,7.1,5.9,5.86,-15.4607468702097
16.5,16.1,7.1,5.9,5.88,-13.5488017394493
16.5,16.1,7.1,5.9,5.9,-11.7263431420103
16.5,16.1,7.1,5.9,5.92,-10.1795166219009
16.5,16.1,7.1,5.9,5.94,-8.89946030369822
16.5,16.1,7.1,5.9,5.96,-7.8406692674511
16.5,16.1,7.1,5.9,5.98,-6.959373017727
16.5,16.1,7.1,5.9,6,-6.22013805567122
16.5,16.1,7.1,5.9,6.02,-5.59538345796229
16.5,16.1,7.1,5.9,6.04,-5.06373043969198
16.5,16.1,7.1,5.9,6.06,-4.60849354521465
16.5,16.1,7.1,5.9,6.08,-4.21651814547559
16.5,16.1,7.1,5.9,6.1,-3.87732408570827
16.5,16.1,7.1,5.9,6.12,-3.58247970453726
16.5,16.1,7.1,5.9,6.14,-3.32514143357329
16.5,16.1,7.1,5.9,6.16,-3.0997112662894
16.5,16.1,7.1,5.9,6.18,-2.90157854488473
16.5,16.1,7.1,5.9,6.2,-2.72692274559436
16.5,16.1,7.1,5.9,6.22,-2.57256100471406
16.5,16.1,7.1,5.9,6.24,-2.43582893521541
16.5,16.1,7.1,5.9,6.26,-2.3144865596142
16.5,16.1,7.1,5.9,6.28,-2.20664343574195
16.5,16.1,7.1,5.9,6.3,-2.11069861849745
16.5,16.1,7.1,5.9,6.32,-2.0252922069147
16.5,16.1,7.1,5.9,6.34,-1.94926601939646
16.5,16.1,7.1,5.9,6.36,-1.88163151795891
16.5,16.1,7.1,5.9,6.38,-1.82154352951741
16.5,16.1,7.1,5.9,6.4,-1.76827863220959
16.5,16.1,7.1,5.9,6.42,-1.72121731729858
16.5,16.1,7.1,5.9,6.44,-1.67982922301464
16.5,16.1,7.1,5.9,6.46,-1.64366088037531
16.5,16.1,7.1,5.9,6.48,-1.61232552303185
16.5,16.1,7.1,5.9,6.5,-1.58549460112787
16.5,16.1,7.1,6.2,5.5,-2.25471396559901
16.5,16.1,7.1,6.2,5.52,-2.46246577496636
16.5,16.1,7.1,6.2,5.54,-2.70315707034357
16.5,16.1,7.1,6.2,5.56,-2.98321952581228
16.5,16.1,7.1,6.2,5.58,-3.31056084286569
16.5,16.1,7.1,6.2,5.6,-3.69492190914605
16.5,16.1,7.1,6.2,5.62,-4.14831260524989
16.5,16.1,7.1,6.2,5.64,-4.68553455361329
16.5,16.1,7.1,6.2,5.66,-5.32478860621945
16.5,16.1,7.1,6.2,5.68,-6.08832851932739
16.5,16.1,7.1,6.2,5.7,-7.00299734374246
16.5,16.1,7.1,6.2,5.72,-8.10005257342412
16.5,16.1,7.1,6.2,5.74,-9.41220067316608
16.5,16.1,7.1,6.2,5.76,-10.9606819037963
16.5,16.1,7.1,6.2,5.78,-12.7091212494186
16.5,16.1,7.1,6.2,5.8,-14.4274032800885
16.5,16.1,7.1,6.2,5.82,-15.4856416275366
16.5,16.1,7.1,6.2,5.84,-15.207591849371
16.5,16.1,7.1,6.2,5.86,-13.8702933383002
16.5,16.1,7.1,6.2,5.88,-12.2373939909766
16.5,16.1,7.1,6.2,5.9,-10.7120391620261
16.5,16.1,7.1,6.2,5.92,-9.3966009821574
16.5,16.1,7.1,6.2,5.94,-8.28727806234918
16.5,16.1,7.1,6.2,5.96,-7.35486784859048
16.5,16.1,7.1,6.2,5.98,-6.56869480063191
16.5,16.1,7.1,6.2,6,-5.90238047957066
16.5,16.1,7.1,6.2,6.02,-5.33446956163525
16.5,16.1,7.1,6.2,6.04,-4.84777423450345
16.5,16.1,7.1,6.2,6.06,-4.42853656610597
16.5,16.1,7.1,6.2,6.08,-4.06569328210683
16.5,16.1,7.1,6.2,6.1,-3.75029037512852
16.5,16.1,7.1,6.2,6.12,-3.47503141084837
16.5,16.1,7.1,6.2,6.14,-3.23393157090821
16.5,16.1,7.1,6.2,6.16,-3.02205198644267
16.5,16.1,7.1,6.2,6.18,-2.83529432554625
16.5,16.1,7.1,6.2,6.2,-2.67024063403337
16.5,16.1,7.1,6.2,6.22,-2.52402738662519
16.5,16.1,7.1,6.2,6.24,-2.39424563375169
16.5,16.1,7.1,6.2,6.26,-2.27886124758905
16.5,16.1,7.1,6.2,6.28,-2.17615079603818
16.5,16.1,7.1,6.2,6.3,-2.08464967562456
16.5,16.1,7.1,6.2,6.32,-2.00310993788204
16.5,16.1,7.1,6.2,6.34,-1.93046583600696
16.5,16.1,7.1,6.2,6.36,-1.86580556011151
16.5,16.1,7.1,6.2,6.38,-1.80834796237242
16.5,16.1,7.1,6.2,6.4,-1.75742332715315
16.5,16.1,7.1,6.2,6.42,-1.71245743648609
16.5,16.1,7.1,6.2,6.44,-1.67295833291179
16.5,16.1,7.1,6.2,6.46,-1.6385053002636
16.5,16.1,7.1,6.2,6.48,-1.60873967637349
16.5,16.1,7.1,6.2,6.5,-1.58335718565586
16.5,16.1,7.1,6.5,5.5,-2.29435798797048
16.5,16.1,7.1,6.5,5.52,-2.50575698803634
16.5,16.1,7.1,6.5,5.54,-2.75000675854929
16.5,16.1,7.1,6.5,5.56,-3.0333457593773
16.5,16.1,7.1,6.5,5.58,-3.3633791509392
16.5,16.1,7.1,6.5,5.6,-3.74937978247992
16.5,16.1,7.1,6.5,5.62,-4.20263634138021
16.5,16.1,7.1,6.5,5.64,-4.73683515543502
16.5,16.1,7.1,6.5,5.66,-5.36843199084821
16.5,16.1,7.1,6.5,5.68,-6.11689315659136
16.5,16.1,7.1,6.5,5.7,-7.00447650227753
