"B [mm]","L [mm]","R1 [mm]","R2 [mm]","Freq [GHz]","dB(S(1,1)) []"
16,15.5,5.9,6.8,5.5,-1.95346557220725
16,15.5,5.9,6.8,5.52,-2.11910874045866
16,15.5,5.9,6.8,5.54,-2.31001164031821
16,15.5,5.9,6.8,5.56,-2.53091711624332
16,15.5,5.9,6.8,5.58,-2.78765551659915
16,15.5,5.9,6.8,5.6,-3.08742966492297
16,15.5,5.9,6.8,5.62,-3.43918210000572
16,15.5,5.9,6.8,5.64,-3.85407035128723
16,15.5,5.9,6.8,5.66,-4.34608538956654
16,15.5,5.9,6.8,5.68,-4.93286203382782
16,15.5,5.9,6.8,5.7,-5.63674846447012
16,15.5,5.9,6.8,5.72,-6.48621663256521
16,15.5,5.9,6.8,5.74,-7.51765211283117
16,15.5,5.9,6.8,5.76,-8.77719979048292
16,15.5,5.9,6.8,5.78,-10.3204736057789
16,15.5,5.9,6.8,5.8,-12.1991523186899
16,15.5,5.9,6.8,5.82,-14.3844491975065
16,15.5,5.9,6.8,5.84,-16.4571787936499
16,15.5,5.9,6.8,5.86,-17.1582312471833
16,15.5,5.9,6.8,5.88,-15.8519644173663
16,15.5,5.9,6.8,5.9,-13.7838737267522
16,15.5,5.9,6.8,5.92,-11.8502272202311
16,15.5,5.9,6.8,5.94,-10.2369657334404
16,15.5,5.9,6.8,5.96,-8.91847640769674
16,15.5,5.9,6.8,5.98,-7.8378650977329
16,15.5,5.9,6.8,6,-6.944687827764
16,15.5,5.9,6.8,6.02,-6.19958279782882
16,15.5,5.9,6.8,6.04,-5.57259250270814
16,15.5,5.9,6.8,6.06,-5.04086663996878
16,15.5,5.9,6.8,6.08,-4.58679594789293
16,15.5,5.9,6.8,6.1,-4.19664321890325
16,15.5,5.9,6.8,6.12,-3.85956251626959
16,15.5,5.9,6.8,6.14,-3.56689574587593
16,15.5,5.9,6.8,6.16,-3.31166294887942
16,15.5,5.9,6.8,6.18,-3.08818790452174
16,15.5,5.9,6.8,6.2,-2.89181912630457
16,15.5,5.9,6.8,6.22,-2.71871900886751
16,15.5,5.9,6.8,6.24,-2.56570238802778
16,15.5,5.9,6.8,6.26,-2.43011146807498
16,15.5,5.9,6.8,6.28,-2.30971790181912
16,15.5,5.9,6.8,6.3,-2.20264541559863
16,15.5,5.9,6.8,6.32,-2.10730816872852
16,15.5,5.9,6.8,6.34,-2.02236129449131
16,15.5,5.9,6.8,6.36,-1.94666096334089
16,15.5,5.9,6.8,6.38,-1.87923195355878
16,15.5,5.9,6.8,6.4,-1.81924118631494
16,15.5,5.9,6.8,6.42,-1.76597603195708
16,15.5,5.9,6.8,6.44,-1.71882645704088
16,15.5,5.9,6.8,6.46,-1.6772702810203
16,15.5,5.9,6.8,6.48,-1.64086096436925
16,15.5,5.9,6.8,6.5,-1.60921746809291
16,15.5,5.9,7.1,5.5,-2.00027071433102
16,15.5,5.9,7.1,5.52,-2.1687184049453
16,15.5,5.9,7.1,5.54,-2.36259629499065
16,15.5,5.9,7.1,5.56,-2.58660772536219
16,15.5,5.9,7.1,5.58,-2.84651571930478
16,15.5,5.9,7.1,5.6,-3.14941340242024
16,15.5,5.9,7.1,5.62,-3.50406922464682
16,15.5,5.9,7.1,5.64,-3.92136856882417
16,15.5,5.9,7.1,5.66,-4.41487982141313
16,15.5,5.9,7.1,5.68,-5.00158099225913
16,15.5,5.9,7.1,5.7,-5.70278950537265
16,15.5,5.9,7.1,5.72,-6.54532601701253
16,15.5,5.9,7.1,5.74,-7.56283885933661
16,15.5,5.9,7.1,5.76,-8.79671380393946
16,15.5,5.9,7.1,5.78,-10.2938491248343
16,15.5,5.9,7.1,5.8,-12.0896995465332
16,15.5,5.9,7.1,5.82,-14.1307442319265
16,15.5,5.9,7.1,5.84,-16.0095657376523
16,15.5,5.9,7.1,5.86,-16.6669910607192
16,15.5,5.9,7.1,5.88,-15.5644638353704
16,15.5,5.9,7.1,5.9,-13.6848999271755
16,15.5,5.9,7.1,5.92,-11.8521509491393
16,15.5,5.9,7.1,5.94,-10.2873200643123
16,15.5,5.9,7.1,5.96,-8.99120948299624
16,15.5,5.9,7.1,5.98,-7.91989325201893
16,15.5,5.9,7.1,6,-7.02918585818353
16,15.5,5.9,7.1,6.02,-6.282904490513
16,15.5,5.9,7.1,6.04,-5.65280013547619
16,15.5,5.9,7.1,6.06,-5.11698368036355
16,15.5,5.9,7.1,6.08,-4.65840368798505
16,15.5,5.9,7.1,6.1,-4.26365164685628
16,15.5,5.9,7.1,6.12,-3.92207485333653
16,15.5,5.9,7.1,6.14,-3.6251260205053
16,15.5,5.9,7.1,6.16,-3.36588493272834
16,15.5,5.9,7.1,6.18,-3.13870324533703
16,15.5,5.9,7.1,6.2,-2.93893754226203
16,15.5,5.9,7.1,6.22,-2.76274620106786
16,15.5,5.9,7.1,6.24,-2.60693294705645
16,15.5,5.9,7.1,6.26,-2.46882502619285
16,15.5,5.9,7.1,6.28,-2.34617738960261
16,15.5,5.9,7.1,6.3,-2.2370966699142
16,15.5,5.9,7.1,6.32,-2.13998039210246
16,15.5,5.9,7.1,6.34,-2.05346803368403
16,15.5,5.9,7.1,6.36,-1.97640138730625
16,15.5,5.9,7.1,6.38,-1.9077922867797
16,15.5,5.9,7.1,6.4,-1.84679620484542
16,15.5,5.9,7.1,6.42,-1.79269056429432
16,15.5,5.9,7.1,6.44,-1.74485685548562
16,15.5,5.9,7.1,6.46,-1.70276584502294
16,15.5,5.9,7.1,6.48,-1.66596530793495
16,15.5,5.9,7.1,6.5,-1.63406983029407
16,15.5,6.2,5.6,5.5,-1.82354910389521
16,15.5,6.2,5.6,5.52,-1.97675651138489
16,15.5,6.2,5.6,5.54,-2.15415967923236
16,15.5,6.2,5.6,5.56,-2.36052058373032
16,15.5,6.2,5.6,5.58,-2.60176866229363
16,15.5,6.2,5.6,5.6,-2.88533412852664
16,15.5,6.2,5.6,5.62,-3.22058853791507
16,15.5,6.2,5.6,5.64,-3.61943186571996
16,15.5,6.2,5.6,5.66,-4.09708436895633
16,15.5,6.2,5.6,5.68,-4.67317554814217
16,15.5,6.2,5.6,5.7,-5.37328821132023
16,15.5,6.2,5.6,5.72,-6.23124796613867
16,15.5,6.2,5.6,5.74,-7.29271499693554
16,15.5,6.2,5.6,5.76,-8.62113368104507
16,15.5,6.2,5.6,5.78,-10.3077396924485
16,15.5,6.2,5.6,5.8,-12.4857594467015
16,15.5,6.2,5.6,5.82,-15.3214220644876
16,15.5,6.2,5.6,5.84,-18.6846310153641
16,15.5,6.2,5.6,5.86,-20.2150847428139
16,15.5,6.2,5.6,5.88,-17.7236986433558
16,15.5,6.2,5.6,5.9,-14.634401085487
16,15.5,6.2,5.6,5.92,-12.2009454422307
16,15.5,6.2,5.6,5.94,-10.3437846048364
16,15.5,6.2,5.6,5.96,-8.89907215325072
16,15.5,6.2,5.6,5.98,-7.75048303573736
16,15.5,6.2,5.6,6,-6.82046805001753
16,15.5,6.2,5.6,6.02,-6.05620800331568
16,15.5,6.2,5.6,6.04,-5.4205371817858
16,15.5,6.2,5.6,6.06,-4.88649862301842
16,15.5,6.2,5.6,6.08,-4.43402794713647
16,15.5,6.2,5.6,6.1,-4.04786590552939
16,15.5,6.2,5.6,6.12,-3.71619811257891
16,15.5,6.2,5.6,6.14,-3.42973976135398
16,15.5,6.2,5.6,6.16,-3.18110187237762
16,15.5,6.2,5.6,6.18,-2.96434127061803
16,15.5,6.2,5.6,6.2,-2.77463389598979
16,15.5,6.2,5.6,6.22,-2.60803304709284
16,15.5,6.2,5.6,6.24,-2.46128747456258
16,15.5,6.2,5.6,6.26,-2.3317025251957
16,15.5,6.2,5.6,6.28,-2.21703282430929
16,15.5,6.2,5.6,6.3,-2.11539843791253
16,15.5,6.2,5.6,6.32,-2.02521876440534
16,15.5,6.2,5.6,6.34,-1.94515998078004
16,15.5,6.2,5.6,6.36,-1.87409296479028
16,15.5,6.2,5.6,6.38,-1.81105939179319
16,15.5,6.2,5.6,6.4,-1.75524426512835
16,15.5,6.2,5.6,6.42,-1.70595354868378
16,15.5,6.2,5.6,6.44,-1.66259587411309
16,15.5,6.2,5.6,6.46,-1.62466752310377
16,15.5,6.2,5.6,6.48,-1.5917400579135
16,15.5,6.2,5.6,6.5,-1.56345010564414
16,15.5,6.2,5.9,5.5,-1.95093666634521
16,15.5,6.2,5.9,5.52,-2.12342002396321
16,15.5,6.2,5.9,5.54,-2.32348865954993
16,15.5,6.2,5.9,5.56,-2.55665813542893
16,15.5,6.2,5.9,5.58,-2.82980199616584
16,15.5,6.2,5.9,5.6,-3.15153749951677
16,15.5,6.2,5.9,5.62,-3.53273389673551
16,15.5,6.2,5.9,5.64,-3.98718809666601
16,15.5,6.2,5.9,5.66,-4.53253521860743
16,15.5,6.2,5.9,5.68,-5.191502341497
16,15.5,6.2,5.9,5.7,-5.9936893573573
16,15.5,6.2,5.9,5.72,-6.97819468560436
16,15.5,6.2,5.9,5.74,-8.19758839479347
16,15.5,6.2,5.9,5.76,-9.72366691586408
16,15.5,6.2,5.9,5.78,-11.6528042638378
16,15.5,6.2,5.9,5.8,-14.0879204751992
16,15.5,6.2,5.9,5.82,-16.9346129590865
16,15.5,6.2,5.9,5.84,-18.8867460059588
16,15.5,6.2,5.9,5.86,-17.7198748033015
16,15.5,6.2,5.9,5.88,-15.0541267994913
16,15.5,6.2,5.9,5.9,-12.6515152779855
16,15.5,6.2,5.9,5.92,-10.7459279820549
16,15.5,6.2,5.9,5.94,-9.24398040920302
16,15.5,6.2,5.9,5.96,-8.04382798454611
16,15.5,6.2,5.9,5.98,-7.07005352083026
16,15.5,6.2,5.9,6,-6.26918728444143
16,15.5,6.2,5.9,6.02,-5.60291552128064
16,15.5,6.2,5.9,6.04,-5.04319599581164
16,15.5,6.2,5.9,6.06,-4.56905661373067
16,15.5,6.2,5.9,6.08,-4.16450572685654
16,15.5,6.2,5.9,6.1,-3.81714312524984
16,15.5,6.2,5.9,6.12,-3.51721468520654
16,15.5,6.2,5.9,6.14,-3.25695336945706
16,15.5,6.2,5.9,6.16,-3.03010937925294
16,15.5,6.2,5.9,6.18,-2.83160823037206
16,15.5,6.2,5.9,6.2,-2.65729732736403
16,15.5,6.2,5.9,6.22,-2.5037550743357
16,15.5,6.2,5.9,6.24,-2.36814504727626
16,15.5,6.2,5.9,6.26,-2.24810321473089
16,15.5,6.2,5.9,6.28,-2.14164978209897
16,15.5,6.2,5.9,6.3,-2.04711964086636
16,15.5,6.2,5.9,6.32,-1.96310704942902
16,15.5,6.2,5.9,6.34,-1.88842131874182
16,15.5,6.2,5.9,6.36,-1.82205108931344
16,15.5,6.2,5.9,6.38,-1.76313537247283
16,15.5,6.2,5.9,6.4,-1.71093995799517
16,15.5,6.2,5.9,6.42,-1.66483810849786
16,15.5,6.2,5.9,6.44,-1.62429469996114
16,15.5,6.2,5.9,6.46,-1.58885314900089
16,15.5,6.2,5.9,6.48,-1.55812460633755
16,15.5,6.2,5.9,6.5,-1.5317790030984
16,15.5,6.2,6.2,5.5,-1.95352658771884
16,15.5,6.2,6.2,5.52,-2.12547150363668
16,15.5,6.2,6.2,5.54,-2.32440925403776
16,15.5,6.2,6.2,5.56,-2.55561067937931
16,15.5,6.2,6.2,5.58,-2.82560357822275
16,15.5,6.2,6.2,5.6,-3.14251516558085
16,15.5,6.2,6.2,5.62,-3.51651664268145
16,15.5,6.2,6.2,5.64,-3.9604027826608
16,15.5,6.2,6.2,5.66,-4.49035219585282
16,15.5,6.2,6.2,5.68,-5.1269334259068
16,15.5,6.2,6.2,5.7,-5.89644938173011
16,15.5,6.2,6.2,5.72,-6.83273295119167
16,15.5,6.2,6.2,5.74,-7.97941725223906
16,15.5,6.2,6.2,5.76,-9.39197854486794
16,15.5,6.2,6.2,5.78,-11.1349266901008
16,15.5,6.2,6.2,5.8,-13.2499556334987
16,15.5,6.2,6.2,5.82,-15.5843853448049
16,15.5,6.2,6.2,5.84,-17.2341534974726
16,15.5,6.2,6.2,5.86,-16.7476353243932
16,15.5,6.2,6.2,5.88,-14.7406223002027
16,15.5,6.2,6.2,5.9,-12.6164652343721
16,15.5,6.2,6.2,5.92,-10.8146399707676
16,15.5,6.2,6.2,5.94,-9.34983877116664
16,15.5,6.2,6.2,5.96,-8.16033233623411
16,15.5,6.2,6.2,5.98,-7.18612094009178
16,15.5,6.2,6.2,6,-6.38014187395558
16,15.5,6.2,6.2,6.02,-5.70692374819947
16,15.5,6.2,6.2,6.04,-5.13973883582483
16,15.5,6.2,6.2,6.06,-4.65823081517552
16,15.5,6.2,6.2,6.08,-4.24668854646881
16,15.5,6.2,6.2,6.1,-3.89282630817766
16,15.5,6.2,6.2,6.12,-3.58692107860684
16,15.5,6.2,6.2,6.14,-3.32119536428321
16,15.5,6.2,6.2,6.16,-3.08936907412312
16,15.5,6.2,6.2,6.18,-2.88632904364041
16,15.5,6.2,6.2,6.2,-2.70788165227321
16,15.5,6.2,6.2,6.22,-2.55056506900252
16,15.5,6.2,6.2,6.24,-2.41150497035115
16,15.5,6.2,6.2,6.26,-2.28830243212383
16,15.5,6.2,6.2,6.28,-2.17894596527197
16,15.5,6.2,6.2,6.3,-2.08174189910718
16,15.5,6.2,6.2,6.32,-1.99525886439102
16,15.5,6.2,6.2,6.34,-1.91828322110013
16,15.5,6.2,6.2,6.36,-1.84978305776031
16,15.5,6.2,6.2,6.38,-1.78887895752198
16,15.5,6.2,6.2,6.4,-1.73482014471366
16,15.5,6.2,6.2,6.42,-1.6869649377345
16,15.5,6.2,6.2,6.44,-1.6447646695021
16,15.5,6.2,6.2,6.46,-1.60775041591024
16,15.5,6.2,6.2,6.48,-1.57552201046674
16,15.5,6.2,6.2,6.5,-1.54773892993119
16,15.5,6.2,6.5,5.5,-2.02466130595737
16,15.5,6.2,6.5,5.52,-2.20530615782654
16,15.5,6.2,6.5,5.54,-2.41415300249603
16,15.5,6.2,6.5,5.56,-2.65665271626113
16,15.5,6.2,6.5,5.58,-2.93952885042368
16,15.5,6.2,6.5,5.6,-3.27111175937389
16,15.5,6.2,6.5,5.62,-3.66176560836442
16,15.5,6.2,6.5,5.64,-4.12443361525077
16,15.5,6.2,6.5,5.66,-4.67533253822502
16,15.5,6.2,6.5,5.68,-5.33483082536068
16,15.5,6.2,6.5,5.7,-6.12853246426479
16,15.5,6.2,6.5,5.72,-7.08850297979714
16,15.5,6.2,6.5,5.74,-8.25418347348607
16,15.5,6.2,6.5,5.76,-9.67091542649824
16,15.5,6.2,6.5,5.78,-11.3774204518692
16,15.5,6.2,6.5,5.8,-13.3482150519204
16,15.5,6.2,6.5,5.82,-15.2874098080602
16,15.5,6.2,6.5,5.84,-16.2854046964055
16,15.5,6.2,6.5,5.86,-15.5470305149778
16,15.5,6.2,6.5,5.88,-13.7900058281127
16,15.5,6.2,6.5,5.9,-11.9519070317317
16,15.5,6.2,6.5,5.92,-10.3520998820401
16,15.5,6.2,6.5,5.94,-9.02172197150219
16,15.5,6.2,6.5,5.96,-7.92317703606214
16,15.5,6.2,6.5,5.98,-7.01231155933447
16,15.5,6.2,6.5,6,-6.25163325179667
16,15.5,6.2,6.5,6.02,-5.61152571674837
16,15.5,6.2,6.5,6.04,-5.06896447565205
16,15.5,6.2,6.5,6.06,-4.606019273206
16,15.5,6.2,6.5,6.08,-4.20861977518476
16,15.5,6.2,6.5,6.1,-3.86562083064759
16,15.5,6.2,6.5,6.12,-3.56811082070924
16,15.5,6.2,6.5,6.14,-3.30890078395873
16,15.5,6.2,6.5,6.16,-3.08214449510906
16,15.5,6.2,6.5,6.18,-2.88305303160473
16,15.5,6.2,6.5,6.2,-2.70767790409185
16,15.5,6.2,6.5,6.22,-2.55274443770593
16,15.5,6.2,6.5,6.24,-2.41552241569976
16,15.5,6.2,6.5,6.26,-2.29372468889583
16,15.5,6.2,6.5,6.28,-2.18542701953169
16,15.5,6.2,6.5,6.3,-2.08900422420979
16,15.5,6.2,6.5,6.32,-2.00307895223537
16,15.5,6.2,6.5,6.34,-1.9264803471491
16,15.5,6.2,6.5,6.36,-1.85821050121456
16,15.5,6.2,6.5,6.38,-1.79741709949503
16,15.5,6.2,6.5,6.4,-1.74337101260156
16,15.5,6.2,6.5,6.42,-1.69544787003378
16,15.5,6.2,6.5,6.44,-1.65311285350795
16,15.5,6.2,6.5,6.46,-1.61590810887533
16,15.5,6.2,6.5,6.48,-1.58344229840405
16,15.5,6.2,6.5,6.5,-1.55538191118381
16,15.5,6.2,6.8,5.5,-2.01974230714563
16,15.5,6.2,6.8,5.52,-2.19697975829774
16,15.5,6.2,6.8,5.54,-2.40141284961888
16,15.5,6.2,6.8,5.56,-2.63817229300936
16,15.5,6.2,6.8,5.58,-2.91355086132713
16,15.5,6.2,6.8,5.6,-3.23529552879194
16,15.5,6.2,6.8,5.62,-3.61297487537276
16,15.5,6.2,6.8,5.64,-4.05843833614213
16,15.5,6.2,6.8,5.66,-4.58638367885278
16,15.5,6.2,6.8,5.68,-5.21504159923033
16,15.5,6.2,6.8,5.7,-5.96695414808569
16,15.5,6.2,6.8,5.72,-6.86970730402808
16,15.5,6.2,6.8,5.74,-7.95607010619764
16,15.5,6.2,6.8,5.76,-9.26156201200201
16,15.5,6.2,6.8,5.78,-10.8124510791056
16,15.5,6.2,6.8,5.8,-12.5805628423668
16,15.5,6.2,6.8,5.82,-14.343071592996
16,15.5,6.2,6.8,5.84,-15.449932304541
16,15.5,6.2,6.8,5.86,-15.1683398642961
16,15.5,6.2,6.8,5.88,-13.7844340202839
16,15.5,6.2,6.8,5.9,-12.1102216352742
16,15.5,6.2,6.8,5.92,-10.561364429019
16,15.5,6.2,6.8,5.94,-9.23613891109959
16,15.5,6.2,6.8,5.96,-8.12572339414644
16,15.5,6.2,6.8,5.98,-7.19744708753219
16,15.5,6.2,6.8,6,-6.41841150966365
16,15.5,6.2,6.8,6.02,-5.76081486188485
16,15.5,6.2,6.8,6.04,-5.20228674186846
16,15.5,6.2,6.8,6.06,-4.72505521473903
16,15.5,6.2,6.8,6.08,-4.31499809315752
16,15.5,6.2,6.8,6.1,-3.96083522874418
16,15.5,6.2,6.8,6.12,-3.65349438451127
16,15.5,6.2,6.8,6.14,-3.38562622526646
16,15.5,6.2,6.8,6.16,-3.15123544619086
16,15.5,6.2,6.8,6.18,-2.94539936256411
16,15.5,6.2,6.8,6.2,-2.7640517472817
16,15.5,6.2,6.8,6.22,-2.603815409385
16,15.5,6.2,6.8,6.24,-2.46187141456911
16,15.5,6.2,6.8,6.26,-2.33585608832948
16,15.5,6.2,6.8,6.28,-2.22377928022093
16,15.5,6.2,6.8,6.3,-2.12395904831616
16,15.5,6.2,6.8,6.32,-2.03496913568765
16,15.5,6.2,6.8,6.34,-1.95559649270273
16,15.5,6.2,6.8,6.36,-1.88480674662155
16,15.5,6.2,6.8,6.38,-1.82171600065355
16,15.5,6.2,6.8,6.4,-1.76556770506768
16,15.5,6.2,6.8,6.42,-1.71571361592459
16,15.5,6.2,6.8,6.44,-1.67159806563178
16,15.5,6.2,6.8,6.46,-1.63274493031705
16,15.5,6.2,6.8,6.48,-1.59874680387595
16,15.5,6.2,6.8,6.5,-1.56925598616569
16,15.5,6.2,7.1,5.5,-2.05394852051385
16,15.5,6.2,7.1,5.52,-2.23151045270701
16,15.5,6.2,7.1,5.54,-2.43581858410691
16,15.5,6.2,7.1,5.56,-2.67178551370205
16,15.5,6.2,7.1,5.58,-2.94540014796768
16,15.5,6.2,7.1,5.6,-3.26398546266783
16,15.5,6.2,7.1,5.62,-3.63651705817344
16,15.5,6.2,7.1,5.64,-4.07401236756932
16,15.5,6.2,7.1,5.66,-4.58999637494908
16,15.5,6.2,7.1,5.68,-5.20103574618075
16,15.5,6.2,7.1,5.7,-5.92729065456235
16,15.5,6.2,7.1,5.72,-6.79290457348147
16,15.5,6.2,7.1,5.74,-7.82565372871875
16,15.5,6.2,7.1,5.76,-9.05402040620622
16,15.5,6.2,7.1,5.78,-10.495880283837
16,15.5,6.2,7.1,5.8,-12.1213039020769
16,15.5,6.2,7.1,5.82,-13.7490198542353
16,15.5,6.2,7.1,5.84,-14.8801861287313
16,15.5,6.2,7.1,5.86,-14.881470677352
16,15.5,6.2,7.1,5.88,-13.804818709896
16,15.5,6.2,7.1,5.9,-12.2997229232877
16,15.5,6.2,7.1,5.92,-10.8172862280249
16,15.5,6.2,7.1,5.94,-9.50872941958986
16,15.5,6.2,7.1,5.96,-8.3933086344597
16,15.5,6.2,7.1,5.98,-7.45104562052488
16,15.5,6.2,7.1,6,-6.65473039084956
16,15.5,6.2,7.1,6.02,-5.97916449141855
16,15.5,6.2,7.1,6.04,-5.40318012507219
16,15.5,6.2,7.1,6.06,-4.90954427406901
16,15.5,6.2,7.1,6.08,-4.48434716760373
16,15.5,6.2,7.1,6.1,-4.11635660004243
16,15.5,6.2,7.1,6.12,-3.7964653060456
16,15.5,6.2,7.1,6.14,-3.51724855427193
16,15.5,6.2,7.1,6.16,-3.27261818064792
16,15.5,6.2,7.1,6.18,-3.0575536715686
16,15.5,6.2,7.1,6.2,-2.86789278656238
16,15.5,6.2,7.1,6.22,-2.70016770048722
16,15.5,6.2,7.1,6.24,-2.55147593457023
16,15.5,6.2,7.1,6.26,-2.41937799650075
16,15.5,6.2,7.1,6.28,-2.3018156649054
16,15.5,6.2,7.1,6.3,-2.19704635058332
16,15.5,6.2,7.1,6.32,-2.1035900717281
16,15.5,6.2,7.1,6.34,-2.02018639719507
16,15.5,6.2,7.1,6.36,-1.94575931945735
16,15.5,6.2,7.1,6.38,-1.87938847453706
16,15.5,6.2,7.1,6.4,-1.82028547094656
16,15.5,6.2,7.1,6.42,-1.76777435283812
16,15.5,6.2,7.1,6.44,-1.72127542513415
16,15.5,6.2,7.1,6.46,-1.68029182555514
16,15.5,6.2,7.1,6.48,-1.64439835122072
16,15.5,6.2,7.1,6.5,-1.61323214400367
16,15.5,6.5,5.6,5.5,-1.78567569605966
16,15.5,6.5,5.6,5.52,-1.93019713682965
16,15.5,6.5,5.6,5.54,-2.09719775630869
16,15.5,6.5,5.6,5.56,-2.29098788354537
16,15.5,6.5,5.6,5.58,-2.51690708617315
16,15.5,6.5,5.6,5.6,-2.78160788345611
16,15.5,6.5,5.6,5.62,-3.09342613749341
16,15.5,6.5,5.6,5.64,-3.46286692971308
16,15.5,6.5,5.6,5.66,-3.90324635733637
16,15.5,6.5,5.6,5.68,-4.43154887055304
16,15.5,6.5,5.6,5.7,-5.06959380234243
16,15.5,6.5,5.6,5.72,-5.84566686493743
16,15.5,6.5,5.6,5.74,-6.79687941659695
16,15.5,6.5,5.6,5.76,-7.97265377177411
16,15.5,6.5,5.6,5.78,-9.43961062092787
16,15.5,6.5,5.6,5.8,-11.2857891991733
16,15.5,6.5,5.6,5.82,-13.6050983286186
16,15.5,6.5,5.6,5.84,-16.3355808596871
16,15.5,6.5,5.6,5.86,-18.4432419676979
16,15.5,6.5,5.6,5.88,-17.7442089977116
16,15.5,6.5,5.6,5.9,-15.2454869413204
16,15.5,6.5,5.6,5.92,-12.8396331471562
16,15.5,6.5,5.6,5.94,-10.9006107804208
16,15.5,6.5,5.6,5.96,-9.36629348183813
16,15.5,6.5,5.6,5.98,-8.13973041206646
16,15.5,6.5,5.6,6,-7.145271616916
16,15.5,6.5,5.6,6.02,-6.32839150918222
16,15.5,6.5,5.6,6.04,-5.64976437569499
16,15.5,6.5,5.6,6.06,-5.08052502926717
16,15.5,6.5,5.6,6.08,-4.59905964476831
16,15.5,6.5,5.6,6.1,-4.18888189066257
16,15.5,6.5,5.6,6.12,-3.83721117353923
16,15.5,6.5,5.6,6.14,-3.53400081859959
16,15.5,6.5,5.6,6.16,-3.27125858897764
16,15.5,6.5,5.6,6.18,-3.04256116590682
16,15.5,6.5,5.6,6.2,-2.84270025624058
16,15.5,6.5,5.6,6.22,-2.66742002335391
16,15.5,6.5,5.6,6.24,-2.51321920807526
16,15.5,6.5,5.6,6.26,-2.37719995411491
16,15.5,6.5,5.6,6.28,-2.25695093618285
16,15.5,6.5,5.6,6.3,-2.15045606973554
16,15.5,6.5,5.6,6.32,-2.05602255754566
16,15.5,6.5,5.6,6.34,-1.97222372727111
16,15.5,6.5,5.6,6.36,-1.89785330178187
16,15.5,6.5,5.6,6.38,-1.83188858861785
16,15.5,6.5,5.6,6.4,-1.77346068524951
16,15.5,6.5,5.6,6.42,-1.72183024416849
16,15.5,6.5,5.6,6.44,-1.6763676739885
16,15.5,6.5,5.6,6.46,-1.63653690218622
16,15.5,6.5,5.6,6.48,-1.60188201435789
16,15.5,6.5,5.6,6.5,-1.57201622973623
16,15.5,6.5,5.9,5.5,-1.88480617389288
16,15.5,6.5,5.9,5.52,-2.0443552862218
16,15.5,6.5,5.9,5.54,-2.2287798010061
16,15.5,6.5,5.9,5.56,-2.44287122275763
16,15.5,6.5,5.9,5.58,-2.69255525222168
16,15.5,6.5,5.9,5.6,-2.98519803646534
16,15.5,6.5,5.9,5.62,-3.33000215273931
16,15.5,6.5,5.9,5.64,-3.7385198620466
16,15.5,6.5,5.9,5.66,-4.22532075436541
16,15.5,6.5,5.9,5.68,-4.8088652822469
16,15.5,6.5,5.9,5.7,-5.51265659772783
16,15.5,6.5,5.9,5.72,-6.36676468882581
16,15.5,6.5,5.9,5.74,-7.40978738651823
16,15.5,6.5,5.9,5.76,-8.69095955488077
16,15.5,6.5,5.9,5.78,-10.2701394795122
16,15.5,6.5,5.9,5.8,-12.2035832837078
16,15.5,6.5,5.9,5.82,-14.4578517433667
16,15.5,6.5,5.9,5.84,-16.551517848073
16,15.5,6.5,5.9,5.86,-17.0930251535008
16,15.5,6.5,5.9,5.88,-15.5909499058903
16,15.5,6.5,5.9,5.9,-13.4535687347862
16,15.5,6.5,5.9,5.92,-11.5174866712632
16,15.5,6.5,5.9,5.94,-9.92182893817485
16,15.5,6.5,5.9,5.96,-8.6255243009354
16,15.5,6.5,5.9,5.98,-7.56713792231799
16,15.5,6.5,5.9,6,-6.69493671877922
16,15.5,6.5,5.9,6.02,-5.96925029624186
16,15.5,6.5,5.9,6.04,-5.36011174085679
16,15.5,6.5,5.9,6.06,-4.84474908641642
16,15.5,6.5,5.9,6.08,-4.40565336036104
16,15.5,6.5,5.9,6.1,-4.02919010582823
16,15.5,6.5,5.9,6.12,-3.70461345372823
16,15.5,6.5,5.9,6.14,-3.42336152546521
16,15.5,6.5,5.9,6.16,-3.17854636171708
16,15.5,6.5,5.9,6.18,-2.96457918018358
16,15.5,6.5,5.9,6.2,-2.77689097818304
16,15.5,6.5,5.9,6.22,-2.61172132644657
16,15.5,6.5,5.9,6.24,-2.4659566935161
16,15.5,6.5,5.9,6.26,-2.33700528744567
16,15.5,6.5,5.9,6.28,-2.22269919707308
16,15.5,6.5,5.9,6.3,-2.12121720163074
16,15.5,6.5,5.9,6.32,-2.03102340710919
16,15.5,6.5,5.9,6.34,-1.95081812559636
16,15.5,6.5,5.9,6.36,-1.87949831151861
16,15.5,6.5,5.9,6.38,-1.81612551883181
16,15.5,6.5,5.9,6.4,-1.75989982046718
16,15.5,6.5,5.9,6.42,-1.71013848605975
16,15.5,6.5,5.9,6.44,-1.66625848060149
16,15.5,6.5,5.9,6.46,-1.62776204906911
16,15.5,6.5,5.9,6.48,-1.59422480712067
16,15.5,6.5,5.9,6.5,-1.56528587767268
16,15.5,6.5,6.2,5.5,-1.95818628142851
16,15.5,6.5,6.2,5.52,-2.13020170177944
16,15.5,6.5,6.2,5.54,-2.32921900194795
16,15.5,6.5,6.2,5.56,-2.56047782258751
16,15.5,6.5,6.2,5.58,-2.83044999720282
16,15.5,6.5,6.2,5.6,-3.14716442902901
16,15.5,6.5,6.2,5.62,-3.52062158798268
